Name,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS
Jack Cooley,2014-15,23,UTA,NBA,C,16,0,5.4,0.6,1.4,.409,0.0,0.0,,0.6,1.4,.409,.409,0.6,1.3,.429,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7,False
Chris Copeland,2012-13,28,NYK,NBA,PF,56,13,15.4,3.3,6.8,.479,1.1,2.5,.421,2.2,4.3,.513,.557,1.1,1.5,.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,False
Joe Courtney,1992-93,23,TOT,NBA,PF,12,0,8.7,1.1,2.7,.406,0.0,0.0,,1.1,2.7,.406,.406,0.6,0.8,.778,0.3,1.3,1.6,0.3,0.4,0.4,0.5,1.4,2.8,False
DeMarcus Cousins,2010-11,20,SAC,NBA,C,81,62,28.5,5.3,12.4,.430,0.0,0.2,.167,5.3,12.2,.435,.432,3.4,5.0,.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1,14.1,True
Robert Covington,2013-14,23,HOU,NBA,SF,7,0,4.9,0.9,2.0,.429,0.6,1.6,.364,0.3,0.4,.667,.571,0.0,0.0,,0.3,0.4,0.7,0.0,0.3,0.0,0.1,0.4,2.3,False
Allen Crabbe,2013-14,21,POR,NBA,SG,15,0,6.7,0.8,2.2,.364,0.4,0.9,.429,0.4,1.3,.316,.455,0.2,0.3,.750,0.1,0.5,0.6,0.4,0.1,0.1,0.2,0.7,2.2,False
Chris Crawford,1997-98,22,ATL,NBA,PF,40,0,6.4,1.2,2.8,.418,0.0,0.1,.333,1.1,2.7,.421,.423,1.4,1.7,.838,0.5,0.5,1.0,0.2,0.3,0.2,0.5,0.7,3.8,False
Jamal Crawford,2000-01,20,CHI,NBA,PG,61,8,17.2,1.8,5.0,.352,0.7,1.9,.350,1.1,3.1,.353,.419,0.4,0.6,.794,0.1,1.3,1.5,2.3,0.7,0.2,1.4,1.1,4.6,False
Jordan Crawford,2010-11,22,TOT,NBA,SG,42,18,24.5,4.6,11.9,.384,0.8,3.0,.258,3.8,8.9,.427,.417,1.7,2.0,.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5,11.7,False
Austin Croshere,1997-98,22,IND,NBA,PF,26,0,9.3,1.2,3.3,.372,0.2,0.5,.308,1.1,2.8,.384,.395,0.3,0.5,.571,0.4,1.3,1.7,0.3,0.3,0.2,0.5,1.2,2.9,False
John Crotty,1992-93,23,UTA,NBA,PG,40,0,6.1,0.9,1.8,.514,0.1,0.4,.143,0.9,1.5,.603,.528,0.7,1.0,.684,0.1,0.3,0.4,1.4,0.3,0.0,0.8,0.7,2.6,False
Corey Crowder,1991-92,22,UTA,NBA,SF,51,0,6.4,0.8,2.2,.384,0.3,0.6,.433,0.6,1.6,.366,.442,0.3,0.4,.833,0.3,0.5,0.8,0.3,0.1,0.0,0.3,0.7,2.2,False
Jae Crowder,2012-13,22,DAL,NBA,SF,78,16,17.3,1.8,4.7,.384,0.8,2.5,.328,1.0,2.2,.446,.470,0.6,0.9,.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,False
Dante Cunningham,2009-10,22,POR,NBA,PF,63,2,11.2,1.7,3.4,.495,0.0,0.0,.000,1.7,3.4,.500,.495,0.5,0.8,.646,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1.5,3.9,False
Jared Cunningham,2012-13,21,DAL,NBA,SG,8,0,3.3,0.8,1.8,.429,0.3,0.4,.667,0.5,1.4,.364,.500,0.3,0.3,1.000,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,2.0,False
Bill Curley,1994-95,22,DET,NBA,PF,53,1,11.2,1.1,2.5,.433,0.0,0.0,,1.1,2.5,.433,.433,0.5,0.7,.750,1.0,1.3,2.3,0.5,0.4,0.4,0.5,2.4,2.7,False
Eddy Curry,2001-02,19,CHI,NBA,C,72,31,16.0,2.6,5.2,.501,0.0,0.0,,2.6,5.2,.501,.501,1.5,2.2,.656,1.5,2.2,3.8,0.3,0.2,0.7,1.0,2.4,6.7,False
Michael Curry,1993-94,25,PHI,NBA,SG,10,0,4.3,0.3,1.4,.214,0.0,0.2,.000,0.3,1.2,.250,.214,0.3,0.4,.750,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.6,0.9,False
Seth Curry,2013-14,23,TOT,NBA,PG,2,0,6.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.5,False
Stephen Curry,2009-10,21,GSW,NBA,PG,80,77,36.2,6.6,14.3,.462,2.1,4.8,.437,4.5,9.5,.474,.535,2.2,2.5,.885,0.6,3.9,4.5,5.9,1.9,0.2,3.0,3.2,17.5,True
Samuel Dalembert,2001-02,20,PHI,NBA,C,34,0,5.2,0.6,1.5,.440,0.0,0.0,,0.6,1.5,.440,.440,0.2,0.5,.389,0.7,1.3,2.0,0.1,0.2,0.4,0.4,0.9,1.5,False
Erick Dampier,1996-97,21,IND,NBA,C,72,21,14.6,1.8,4.7,.390,0.0,0.0,1.000,1.8,4.7,.388,.391,1.5,2.3,.637,1.3,2.8,4.1,0.6,0.3,1.0,1.2,2.1,5.1,False
Antonio Daniels,1997-98,22,VAN,NBA,SG,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8,False
Lloyd Daniels,1992-93,25,SAS,NBA,SG,77,10,20.4,3.7,8.4,.443,0.8,2.3,.333,2.9,6.1,.484,.488,0.9,1.3,.727,1.1,1.7,2.8,1.9,0.5,0.4,1.3,1.9,9.1,False
Marquis Daniels,2003-04,23,DAL,NBA,SG,56,15,18.6,3.6,7.3,.494,0.2,0.6,.306,3.4,6.7,.512,.507,1.1,1.4,.769,1.2,1.4,2.6,2.1,0.9,0.2,0.8,0.9,8.5,False
Troy Daniels,2013-14,22,HOU,NBA,SG,5,1,15.0,3.0,6.2,.484,2.4,5.0,.480,0.6,1.2,.500,.677,0.0,0.0,,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,8.4,False
Yinka Dare,1994-95,22,NJN,NBA,C,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,False
Anthony Davis,2012-13,19,NOH,NBA,PF,64,60,28.8,5.5,10.6,.516,0.0,0.1,.000,5.5,10.5,.521,.516,2.6,3.5,.751,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,True
Antonio Davis,1993-94,25,IND,NBA,PF,81,4,21.4,2.7,5.2,.508,0.0,0.0,.000,2.7,5.2,.509,.508,2.4,3.7,.642,2.3,3.9,6.2,0.7,0.6,1.0,1.3,2.3,7.7,True
Baron Davis,1999-00,20,CHH,NBA,PG,82,0,18.6,2.2,5.3,.420,0.3,1.4,.225,1.9,3.9,.488,.449,1.2,1.9,.634,0.6,1.4,2.0,3.8,1.2,0.2,1.7,2.5,5.9,True
Ben Davis,1996-97,24,PHO,NBA,PF,20,0,4.9,0.5,1.3,.385,0.0,0.0,,0.5,1.3,.385,.385,0.5,1.0,.450,0.6,0.8,1.4,0.0,0.2,0.1,0.2,0.8,1.5,False
Dale Davis,1991-92,22,IND,NBA,PF,64,23,20.3,2.4,4.4,.552,0.0,0.0,.000,2.4,4.3,.554,.552,1.4,2.4,.572,2.5,3.9,6.4,0.5,0.4,1.2,0.8,3.0,6.2,True
Ed Davis,2010-11,21,TOR,NBA,PF,65,17,24.6,3.3,5.7,.576,0.0,0.0,,3.3,5.7,.576,.576,1.1,2.0,.555,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,7.7,False
Emanual Davis,1996-97,28,HOU,NBA,PG,13,0,17.7,1.8,4.2,.444,0.9,2.1,.444,0.9,2.1,.444,.556,0.4,0.6,.625,0.2,1.5,1.7,2.0,0.7,0.2,1.3,1.5,5.0,False
Glen Davis,2007-08,22,BOS,NBA,C,69,1,13.6,1.6,3.2,.484,0.0,0.0,,1.6,3.2,.484,.484,1.4,2.2,.660,1.4,1.6,3.0,0.4,0.4,0.3,0.9,2.3,4.5,False
Hubert Davis,1992-93,22,NYK,NBA,SG,50,2,16.3,2.2,5.0,.438,0.1,0.4,.316,2.1,4.6,.448,.450,0.9,1.1,.796,0.3,0.9,1.1,1.7,0.4,0.1,0.9,1.4,5.4,False
Josh Davis,2003-04,23,ATL,NBA,PF,4,1,5.8,0.5,1.3,.400,0.0,0.5,.000,0.5,0.8,.667,.400,0.3,0.3,1.000,0.3,1.0,1.3,0.0,0.0,0.0,0.5,0.8,1.3,False
Mark Davis,1995-96,22,MIN,NBA,SF,57,0,10.0,1.0,2.6,.369,0.1,0.2,.308,0.9,2.4,.375,.383,1.3,2.0,.638,1.0,1.2,2.2,0.8,0.7,0.4,1.2,1.6,3.3,False
Paul Davis,2006-07,22,LAC,NBA,C,31,0,5.8,0.7,1.7,.423,0.0,0.0,,0.7,1.7,.423,.423,0.2,0.3,.700,0.7,0.7,1.4,0.2,0.2,0.2,0.3,0.9,1.6,False
Ricky Davis,1998-99,19,CHH,NBA,SG,46,1,12.1,1.8,4.3,.405,0.0,0.3,.167,1.7,4.1,.420,.410,1.0,1.3,.763,0.9,1.0,1.8,1.3,0.7,0.2,1.2,1.0,4.5,False
Terry Davis,1989-90,22,MIA,NBA,PF,63,9,14.0,1.9,4.2,.466,0.0,0.0,.000,1.9,4.1,.467,.466,0.9,1.4,.621,1.5,2.2,3.6,0.4,0.4,0.4,1.1,2.7,4.7,False
Tony Dawson,1990-91,23,SAC,NBA,SF,4,0,4.3,1.0,1.8,.571,0.3,0.3,1.000,0.8,1.5,.500,.643,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.0,2.3,False
Todd Day,1992-93,23,MIL,NBA,SG,71,37,27.2,5.0,11.7,.432,0.8,2.6,.293,4.3,9.1,.472,.465,3.0,4.2,.717,2.0,2.1,4.1,1.6,1.1,0.7,1.7,3.1,13.8,False
Austin Daye,2009-10,21,DET,NBA,SF,69,4,13.3,2.0,4.3,.464,0.4,1.4,.305,1.6,2.9,.540,.514,0.7,0.8,.821,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.7,5.1,False
Andrew DeClercq,1995-96,22,GSW,NBA,C,22,1,9.2,1.1,2.3,.480,0.0,0.0,.000,1.1,2.2,.490,.480,0.5,0.9,.579,0.8,1.0,1.8,0.4,0.3,0.2,0.2,1.4,2.7,False
DeMar DeRozan,2009-10,20,TOR,NBA,SG,77,65,21.6,3.3,6.6,.498,0.1,0.2,.250,3.3,6.4,.506,.502,1.9,2.5,.763,0.9,2.0,2.9,0.7,0.6,0.2,0.8,2.3,8.6,True
Dewayne Dedmon,2013-14,24,TOT,NBA,C,31,6,12.6,1.2,2.7,.458,0.0,0.0,,1.2,2.7,.458,.458,0.7,1.0,.656,1.2,2.9,4.1,0.2,0.2,0.7,0.6,2.1,3.1,False
Terry Dehere,1993-94,22,LAC,NBA,PG,64,6,11.9,2.0,5.3,.377,0.4,0.9,.404,1.7,4.5,.372,.411,1.0,1.3,.753,0.4,0.7,1.1,1.2,0.4,0.0,1.0,1.1,5.3,False
Sam Dekker,2015-16,21,HOU,NBA,PF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,False
Bison Dele,1991-92,22,ORL,NBA,PF,48,2,18.9,3.6,6.8,.528,0.0,0.0,,3.6,6.8,.528,.528,2.0,3.0,.669,2.4,3.3,5.7,0.7,0.9,1.1,1.8,2.9,9.1,False
Carlos Delfino,2004-05,22,DET,NBA,SG,30,4,15.3,1.4,3.9,.359,0.3,1.2,.257,1.1,2.7,.402,.397,0.8,1.3,.575,0.4,1.4,1.8,1.3,0.7,0.2,0.8,1.5,3.9,False
Tony Delk,1996-97,23,CHH,NBA,PG,61,1,14.2,2.0,4.2,.465,0.9,1.8,.464,1.1,2.4,.465,.566,0.7,0.8,.824,0.5,1.1,1.6,1.6,0.6,0.1,1.1,1.2,5.4,False
Matthew Dellavedova,2013-14,23,CLE,NBA,SG,72,4,17.7,1.7,4.1,.412,0.8,2.2,.368,0.9,2.0,.461,.508,0.5,0.7,.792,0.4,1.3,1.7,2.6,0.5,0.1,0.8,1.7,4.7,False
Dell Demps,1993-94,23,GSW,NBA,PG,2,0,5.5,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,1.0,.000,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,2.0,False
Luol Deng,2004-05,19,CHI,NBA,SF,61,45,27.3,4.6,10.6,.434,0.5,1.9,.265,4.1,8.7,.472,.458,2.0,2.7,.741,1.5,3.8,5.3,2.2,0.8,0.4,1.9,1.6,11.7,True
Derrick Dial,1999-00,24,SAS,NBA,SG,8,0,11.9,2.1,5.8,.370,0.4,1.5,.250,1.8,4.3,.412,.402,0.4,0.6,.600,1.8,1.5,3.3,0.6,0.1,0.1,0.8,1.3,5.0,False
Cheick Diallo,2016-17,20,NOP,NBA,PF,17,0,11.7,2.1,4.5,.474,0.0,0.0,,2.1,4.5,.474,.474,0.9,1.2,.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1.0,5.1,False
Boris Diaw,2003-04,21,ATL,NBA,SG,76,37,25.3,1.8,4.1,.447,0.1,0.3,.231,1.8,3.8,.467,.457,0.7,1.2,.602,1.5,3.0,4.5,2.4,0.8,0.5,1.7,2.5,4.5,False
Yakhouba Diawara,2006-07,24,DEN,NBA,SG,64,19,18.4,1.6,4.6,.342,0.8,2.7,.288,0.8,1.9,.418,.426,0.5,0.8,.660,0.4,1.3,1.7,0.9,0.5,0.1,0.6,2.1,4.4,False
Dan Dickau,2002-03,24,ATL,NBA,PG,50,0,10.3,1.4,3.4,.412,0.4,1.2,.361,1.0,2.2,.440,.476,0.4,0.5,.808,0.2,0.7,0.9,1.7,0.3,0.0,1.1,1.3,3.7,False
Kaniel Dickens,2003-04,25,POR,NBA,PF,3,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.3,0.7,.500,0.7,0.0,0.7,0.0,0.0,0.0,0.3,1.0,2.3,False
Michael Dickerson,1998-99,23,HOU,NBA,SG,50,50,31.2,4.3,9.2,.465,1.4,3.3,.433,2.9,6.0,.483,.542,0.9,1.4,.639,0.5,1.1,1.7,1.9,0.5,0.2,1.3,1.8,10.9,False
Travis Diener,2005-06,23,ORL,NBA,PG,23,0,10.7,1.3,3.0,.420,1.1,2.5,.439,0.2,0.5,.333,.601,0.2,0.3,.833,0.2,0.7,0.9,0.7,0.3,0.0,0.4,1.0,3.8,False
Gorgui Dieng,2013-14,24,MIN,NBA,C,60,15,13.6,1.9,3.8,.498,0.0,0.0,1.000,1.9,3.8,.496,.500,1.0,1.6,.634,1.7,3.3,5.0,0.7,0.5,0.8,0.9,1.8,4.8,False
Spencer Dinwiddie,2014-15,21,DET,NBA,PG,34,1,13.4,1.5,5.0,.302,0.4,1.9,.185,1.1,3.1,.375,.337,0.9,1.0,.912,0.1,1.3,1.4,3.1,0.6,0.2,1.0,1.6,4.3,False
Ike Diogu,2005-06,22,GSW,NBA,PF,69,14,14.9,2.5,4.8,.524,0.0,0.0,,2.5,4.8,.524,.524,2.0,2.4,.810,1.4,1.9,3.3,0.4,0.2,0.4,1.1,2.4,7.0,False
DeSagana Diop,2001-02,20,CLE,NBA,C,18,1,6.1,0.7,1.6,.414,0.0,0.0,,0.7,1.6,.414,.414,0.1,0.3,.200,0.3,0.7,0.9,0.3,0.1,0.6,0.7,1.1,1.4,False
Vlade Divac,1989-90,21,LAL,NBA,C,82,5,19.6,3.3,6.7,.499,0.0,0.1,.000,3.3,6.6,.504,.499,1.9,2.6,.708,2.0,4.2,6.2,0.9,1.0,1.4,1.3,2.9,8.5,True
Juan Dixon,2002-03,24,WAS,NBA,PG,42,3,15.4,2.5,6.5,.384,0.6,2.0,.298,1.9,4.5,.422,.430,0.9,1.1,.804,0.3,1.4,1.7,1.0,0.6,0.1,1.0,1.3,6.4,False
Michael Doleac,1998-99,21,ORL,NBA,C,49,0,15.9,2.6,5.4,.468,0.0,0.0,,2.6,5.4,.468,.468,1.1,1.6,.675,1.3,1.7,3.0,0.4,0.4,0.3,0.5,2.4,6.2,False
Keyon Dooling,2000-01,20,LAC,NBA,PG,76,1,16.3,1.9,4.8,.409,0.4,1.1,.350,1.6,3.7,.426,.448,1.6,2.4,.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,1.4,5.9,False
Joey Dorsey,2008-09,25,HOU,NBA,PF,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7,False
Sherman Douglas,1989-90,23,MIA,NBA,PG,81,66,30.5,5.7,11.6,.494,0.1,0.4,.161,5.7,11.2,.505,.496,2.8,4.0,.687,0.9,1.7,2.5,7.6,1.8,0.1,3.0,2.3,14.3,False
Toney Douglas,2009-10,23,NYK,NBA,PG,56,12,19.4,3.2,7.0,.458,1.2,3.1,.389,2.0,3.9,.514,.545,1.0,1.2,.809,0.7,1.2,1.9,2.0,0.8,0.1,1.0,2.1,8.6,False
Chris Douglas-Roberts,2008-09,22,NJN,NBA,SG,44,3,13.3,1.8,4.0,.460,0.1,0.3,.250,1.8,3.7,.476,.469,1.2,1.4,.823,0.3,0.8,1.1,1.2,0.3,0.2,0.7,0.8,4.9,False
Goran Dragić,2008-09,22,PHO,NBA,PG,55,1,13.2,1.6,4.1,.393,0.4,1.0,.370,1.2,3.1,.400,.438,0.9,1.2,.769,0.6,1.3,1.9,2.0,0.5,0.1,1.3,1.6,4.5,True
Bryce Drew,1998-99,24,HOU,NBA,PG,34,0,13.0,1.4,3.8,.364,0.5,1.4,.327,0.9,2.4,.388,.426,0.2,0.2,1.000,0.1,0.9,0.9,1.5,0.4,0.1,0.9,1.8,3.5,False
Larry Drew,2014-15,24,PHI,NBA,PG,12,1,18.3,1.7,4.8,.345,0.3,2.2,.154,1.3,2.7,.500,.379,0.2,0.3,.667,0.1,1.2,1.3,3.8,0.5,0.0,2.1,1.1,3.8,False
Predrag Drobnjak,2001-02,26,SEA,NBA,C,64,12,18.3,3.0,6.5,.461,0.0,0.0,.000,3.0,6.4,.464,.461,0.9,1.1,.753,1.2,2.3,3.4,0.8,0.3,0.5,0.8,1.7,6.8,False
Andre Drummond,2012-13,19,DET,NBA,C,60,10,20.7,3.5,5.7,.608,0.0,0.0,.500,3.5,5.7,.609,.610,1.0,2.7,.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9,True
Jared Dudley,2007-08,22,CHA,NBA,PF,73,14,19.0,2.2,4.8,.468,0.1,0.6,.220,2.1,4.2,.502,.481,1.2,1.6,.737,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1.8,5.8,False
Chris Duhon,2004-05,22,CHI,NBA,PG,82,73,26.5,2.1,6.0,.352,1.1,3.2,.355,1.0,2.7,.350,.449,0.6,0.8,.731,0.3,2.3,2.6,4.9,1.0,0.0,1.5,2.5,5.9,False
Richard Dumas,1992-93,23,PHO,NBA,SF,48,32,27.5,6.3,12.0,.524,0.0,0.1,.333,6.3,11.9,.525,.525,3.2,4.5,.707,2.1,2.6,4.6,1.3,1.8,0.8,1.9,2.6,15.8,False
Tony Dumas,1994-95,22,DAL,NBA,SG,58,0,10.6,1.7,4.3,.384,0.4,1.3,.301,1.3,3.1,.418,.428,0.9,1.3,.649,0.6,0.5,1.1,1.0,0.2,0.1,0.9,1.3,4.6,False
Tim Duncan,1997-98,21,SAS,NBA,PF,82,82,39.1,8.6,15.7,.549,0.0,0.1,.000,8.6,15.6,.553,.549,3.9,5.9,.662,3.3,8.6,11.9,2.7,0.7,2.5,3.4,3.1,21.1,True
Mike Dunleavy,2002-03,22,GSW,NBA,SF,82,3,15.9,2.0,5.1,.403,0.6,1.8,.347,1.4,3.3,.434,.465,1.0,1.2,.780,0.8,1.8,2.6,1.3,0.6,0.2,1.0,1.5,5.7,False
Kris Dunn,2016-17,22,MIN,NBA,PG,78,7,17.1,1.5,4.0,.377,0.3,0.9,.288,1.2,3.1,.404,.411,0.5,0.8,.610,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,False
Ronald Dupree,2003-04,23,CHI,NBA,SF,47,8,19.0,2.4,6.0,.394,0.1,0.2,.444,2.3,5.8,.392,.401,1.4,2.2,.629,1.2,2.4,3.6,1.2,0.7,0.4,1.1,2.9,6.2,False
Kevin Durant,2007-08,19,SEA,NBA,SG,80,80,34.6,7.3,17.1,.430,0.7,2.6,.288,6.6,14.5,.455,.451,4.9,5.6,.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,True
Acie Earl,1993-94,23,BOS,NBA,C,74,8,15.5,2.0,5.0,.406,0.0,0.0,.000,2.0,5.0,.407,.406,1.5,2.2,.675,1.1,2.2,3.3,0.2,0.3,0.7,1.0,2.4,5.5,False
Tyus Edney,1995-96,22,SAC,NBA,PG,80,60,31.0,3.8,9.3,.412,0.7,1.8,.368,3.2,7.5,.423,.448,2.5,3.2,.782,0.8,1.7,2.5,6.1,1.1,0.0,2.4,2.5,10.8,False
Blue Edwards,1989-90,24,UTA,NBA,SF,82,49,23.0,3.5,6.9,.507,0.1,0.4,.300,3.4,6.5,.519,.515,1.8,2.5,.719,0.8,2.2,3.1,1.8,0.9,0.4,1.9,3.4,8.9,False
Howard Eisley,1994-95,22,TOT,NBA,PG,49,4,11.3,0.8,2.5,.328,0.2,0.8,.243,0.6,1.7,.365,.365,0.6,0.8,.775,0.2,0.7,1.0,1.9,0.4,0.1,1.0,1.7,2.4,False
Obinna Ekezie,1999-00,24,VAN,NBA,PF,39,0,9.0,1.1,2.3,.466,0.0,0.0,,1.1,2.3,.466,.466,1.1,1.6,.672,0.9,1.5,2.4,0.2,0.2,0.1,0.7,1.6,3.2,False
Mario Elie,1990-91,27,TOT,NBA,SF-SG,33,0,19.5,2.4,4.8,.497,0.1,0.3,.400,2.3,4.5,.503,.509,2.3,2.7,.843,1.4,1.9,3.3,1.4,0.6,0.3,0.9,2.6,7.2,False
Henry Ellenson,2016-17,20,DET,NBA,PF,19,2,7.7,1.2,3.4,.359,0.5,1.8,.286,0.7,1.5,.448,.438,0.2,0.4,.500,0.4,1.7,2.2,0.4,0.1,0.1,0.7,0.3,3.2,False
Wayne Ellington,2009-10,22,MIN,NBA,SG,76,1,18.2,2.5,5.9,.424,0.8,2.1,.395,1.7,3.8,.441,.496,0.8,0.9,.871,0.4,1.7,2.1,1.0,0.3,0.1,1.0,0.9,6.6,False
Sean Elliott,1989-90,21,SAS,NBA,SF,81,69,25.1,3.8,8.0,.481,0.0,0.1,.111,3.8,7.9,.486,.481,2.3,2.7,.866,1.6,2.1,3.7,1.9,0.6,0.2,1.4,2.1,10.0,True
Harold Ellis,1993-94,23,LAC,NBA,SF,49,16,18.8,3.2,6.0,.545,0.0,0.1,.000,3.2,5.9,.552,.545,2.2,3.0,.711,1.9,1.2,3.1,0.6,1.5,0.0,0.9,2.0,8.7,False
LaPhonso Ellis,1992-93,22,DEN,NBA,PF,82,82,33.5,5.9,11.7,.504,0.0,0.2,.154,5.9,11.5,.509,.505,2.9,3.9,.748,3.3,5.7,9.1,1.8,0.9,1.4,1.9,3.6,14.7,False
LeRon Ellis,1991-92,22,LAC,NBA,C,29,0,3.6,0.6,1.7,.340,0.0,0.0,,0.6,1.7,.340,.340,0.3,0.7,.474,0.4,0.4,0.8,0.0,0.2,0.3,0.4,0.4,1.5,False
Monta Ellis,2005-06,20,GSW,NBA,SG,49,3,18.1,2.7,6.5,.415,0.6,1.7,.341,2.1,4.8,.441,.459,0.9,1.2,.712,0.4,1.7,2.1,1.6,0.7,0.2,1.2,1.4,6.8,False
Pervis Ellison,1989-90,22,SAC,NBA,C,34,22,25.5,3.3,7.4,.442,0.0,0.1,.000,3.3,7.3,.446,.442,1.4,2.3,.628,1.9,3.9,5.8,1.9,0.5,1.7,1.8,3.9,8.0,False
Francisco Elson,2003-04,27,DEN,NBA,C,62,14,14.1,1.5,3.2,.472,0.0,0.0,.000,1.5,3.2,.475,.472,0.5,0.7,.667,1.0,2.2,3.3,0.5,0.6,0.6,0.6,2.3,3.5,False
Melvin Ely,2002-03,24,LAC,NBA,C,52,7,15.4,1.8,3.6,.495,0.0,0.0,,1.8,3.6,.495,.495,1.0,1.4,.703,1.2,2.1,3.3,0.3,0.2,0.6,1.0,1.8,4.5,False
Joel Embiid,,2014-15,20,Did Not Play (injury—foot),True
Andre Emmett,2004-05,22,MEM,NBA,SG,8,0,3.5,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.4,0.6,.600,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.5,0.9,False
James Ennis,2014-15,24,MIA,NBA,SF,62,3,17.0,1.6,4.0,.409,0.5,1.5,.326,1.1,2.5,.461,.472,1.3,1.5,.840,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,False
Tyler Ennis,2014-15,20,TOT,NBA,PG,33,1,12.5,1.6,4.4,.361,0.4,1.3,.279,1.2,3.1,.396,.403,0.2,0.2,.714,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,False
Evan Eschmeyer,1999-00,24,NJN,NBA,C,31,5,12.0,1.2,2.3,.528,0.0,0.0,,1.2,2.3,.528,.528,0.5,1.0,.500,1.3,2.2,3.5,0.7,0.3,0.7,0.7,2.7,2.9,False
Jeremy Evans,2010-11,23,UTA,NBA,SF,49,3,9.4,1.6,2.3,.661,0.0,0.0,.000,1.6,2.3,.667,.661,0.5,0.8,.703,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,3.6,False
Maurice Evans,2001-02,23,MIN,NBA,SG,10,0,4.5,0.9,1.9,.474,0.0,0.3,.000,0.9,1.6,.563,.474,0.3,0.4,.750,0.3,0.1,0.4,0.4,0.0,0.0,0.2,0.9,2.1,False
Reggie Evans,2002-03,22,SEA,NBA,PF,67,60,20.4,1.0,2.1,.471,0.0,0.0,,1.0,2.1,.471,.471,1.2,2.3,.519,2.5,4.1,6.6,0.5,0.6,0.2,0.8,2.6,3.2,False
Tyreke Evans,2009-10,20,SAC,NBA,SG,72,72,37.2,7.4,16.2,.458,0.5,2.0,.255,6.9,14.2,.485,.473,4.8,6.5,.748,0.9,4.4,5.3,5.8,1.5,0.4,3.0,2.8,20.1,False
Dante Exum,2014-15,19,UTA,NBA,PG,82,41,22.2,1.8,5.1,.349,1.0,3.2,.314,0.8,1.9,.408,.448,0.2,0.4,.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,False
Festus Ezeli,2012-13,23,GSW,NBA,C,78,41,14.4,0.9,2.2,.438,0.0,0.0,,0.9,2.2,.438,.438,0.6,1.0,.531,1.8,2.2,4.0,0.3,0.3,0.9,0.8,2.0,2.4,False
Kenneth Faried,2011-12,22,DEN,NBA,PF,46,39,22.5,3.9,6.7,.586,0.0,0.0,,3.9,6.7,.586,.586,2.4,3.6,.665,3.1,4.6,7.7,0.8,0.7,1.0,1.2,2.5,10.2,False
